UID,ID,Tipster,Date,Track,Horse,Bet Type,Odds,Result,TipsterActive
8687,238,Tipster H,21/03/2015,Kelso,Isla Pearl Fisher,Win,34,Lose,FALSE
8688,239,Tipster H,21/03/2015,Newbury,Morello Royale,Win,15,Lose,FALSE
8689,240,Tipster H,21/03/2015,Newbury,Classical Art Silkclassical Ar,Win,15,Lose,FALSE
8690,241,Tipster H,21/03/2015,Fontwell,Malibu Sun,Win,15,Lose,FALSE
8691,242,Tipster H,22/03/2015,Wincanton,Donapollo,Win,8.5,Lose,FALSE
8692,243,Tipster H,22/03/2015,Market Rasen,Up Your Game,Win,8,Lose,FALSE
8693,244,Tipster H,22/03/2015,Wincanton,De Blacksmith,Win,12,Lose,FALSE
8694,245,Tipster H,22/03/2015,Wincanton,Lily Little Legs,Win,8,Lose,FALSE
8695,246,Tipster H,22/03/2015,Wincanton,Hatters River,Win,10,Lose,FALSE
8696,247,Tipster H,24/03/2015,SouthWell,Wolf Hall,Win,15,Lose,FALSE
8697,248,Tipster H,24/03/2015,Wolverhampton,Whipphound,Win,12,Lose,FALSE
8698,249,Tipster H,24/03/2015,Hexham,Lady Of Verona,Win,11,Lose,FALSE
8699,250,Tipster H,24/03/2015,Hexham,Frankies Promise,Win,10,Lose,FALSE
8700,251,Tipster H,24/03/2015,Hexham,Geordie Dave,Win,21,Lose,FALSE
8701,252,Tipster H,25/03/2015,Newton Abbot,Farbreaga,Win,23,Win,FALSE
8702,253,Tipster H,25/03/2015,Lingfield,Ask The Guru,Win,23,Win,FALSE
8703,254,Tipster H,25/03/2015,Newton Abbot,Comical Red,Win,29,Win,FALSE
8704,255,Tipster H,25/03/2015,Kempton,Fleetwood Poppy,Win,21,Lose,FALSE
8705,256,Tipster H,25/03/2015,Kempton,Secular Society,Win,21,Lose,FALSE
8706,257,Tipster H,26/03/2015,Ffos Las,Cruising Bye,Win,7,Lose,FALSE
8707,258,Tipster H,26/03/2015,Newbury,Trickaway,Win,8.5,Lose,FALSE
8708,259,Tipster H,26/03/2015,Ffos Las,Hansupfordetroit,Win,10.5,Lose,FALSE
8709,260,Tipster H,26/03/2015,Chelmsford,Harlestone Hopes,Win,11,Lose,FALSE
8710,261,Tipster H,27/03/2015,Newcastle,Trust Thomas,Win,9,Lose,FALSE
8711,262,Tipster H,27/03/2015,Newcastle,Emral Silk,Win,8.5,Lose,FALSE
8712,263,Tipster H,27/03/2015,Lingfield,Diamond Charlie,Win,11,Lose,FALSE
8713,264,Tipster H,27/03/2015,Newcastle,Highlander Ted,Win,9.73,Win,FALSE
8714,265,Tipster H,27/03/2015,Wolverhampton,Available,Win,8,Lose,FALSE
8715,266,Tipster H,28/03/2015,Chelmsford,Masamah,Win,9.5,Lose,FALSE
8716,267,Tipster H,28/03/2015,Stratford,Lochalsh,Win,11.2,Lose,FALSE
8717,268,Tipster H,28/03/2015,Stratford,Forgotten Gold,Win,9.34,Lose,FALSE
8718,269,Tipster H,28/03/2015,Stratford,Seymour Legend,Win,7.08,Win,FALSE
8719,270,Tipster H,28/03/2015,Stratford,Better Days,Win,24,Lose,FALSE
8720,271,Tipster H,30/03/2015,Chepstow,Filatore,Win,7.79,Lose,FALSE
8721,272,Tipster H,30/03/2015,Chepstow,Midnight Sapphire,Win,9,Lose,FALSE
8722,273,Tipster H,30/03/2015,Chepstow,Belize,Win,11.9,Lose,FALSE
8723,274,Tipster H,30/03/2015,Warwick,Ballydine,Win,6,Lose,FALSE
8724,275,Tipster H,06/04/2015,Chepstow,Umberto Dolivate,Win,15,Lose,FALSE
8725,276,Tipster H,06/04/2015,Chepstow,W Six Times,Win,12,Lose,FALSE
8726,277,Tipster H,06/04/2015,Chepstow,The Cats Away,Win,15,Lose,FALSE
8727,278,Tipster H,07/04/2015,Lingfield,West Sussex,Win,10,Lose,FALSE
8728,279,Tipster H,07/04/2015,Lingfield,Priory,Win,26,Win,FALSE
8729,280,Tipster H,07/04/2015,Pontefract,Master Of Finance,Win,13,Win,FALSE
8730,281,Tipster H,07/04/2015,Lingfield,Mister Musicmaster,Win,17,Lose,FALSE
8731,282,Tipster H,07/04/2015,Lingfield,Golden Bird,Win,11,Lose,FALSE
8732,283,Tipster H,08/04/2015,Lingfield,Half Way,Win,15,Lose,FALSE
8733,284,Tipster H,08/04/2015,Auteuil,Beautiful Stranger,Win,15,Lose,FALSE
8734,285,Tipster H,08/04/2015,Nottingham,Sampera,Win,13,Lose,FALSE
8735,286,Tipster H,08/04/2015,Kempton,Llyrical,Win,10,Lose,FALSE
8736,287,Tipster H,10/04/2015,Fontwell,Home For Tea,Win,15,Lose,FALSE
8737,288,Tipster H,10/04/2015,Leicester,Gurkha Friend,Win,13,Win,FALSE
8738,289,Tipster H,10/04/2015,Fontwell,Venetian Lad,Win,10,Lose,FALSE
8739,290,Tipster H,10/04/2015,Leicester,Verismo,Win,11,Lose,FALSE
8740,291,Tipster H,10/04/2015,Fontwell,Hudibras,Win,17,Lose,FALSE
8741,292,Tipster H,11/04/2015,Aintree,Art Mauresque,Win,17,Lose,FALSE
8742,293,Tipster H,11/04/2015,Lingfield,O Dee,Win,21,Lose,FALSE
8743,294,Tipster H,11/04/2015,Newcastle,Barkston Ash,Win,23,Lose,FALSE
8744,295,Tipster H,11/04/2015,Lingfield,Valbchek,Win,17,Win,FALSE
8745,296,Tipster H,11/04/2015,Newcastle,Hagree,Win,17,Lose,FALSE
8746,297,Tipster H,12/04/2015,Market Rasen,Howwrongcanyoube,Win,9,Lose,FALSE
8747,298,Tipster H,12/04/2015,Tramore,Indian Temple,Win,15,Lose,FALSE
8748,299,Tipster H,12/04/2015,Market Rasen,King Of Strings,Win,11,Lose,FALSE
8749,300,Tipster H,12/04/2015,Ffos Las,Top Wood,Win,5.5,Lose,FALSE
8750,301,Tipster H,12/04/2015,Market Rasen,Master Of The Hall,Win,9,Lose,FALSE
8751,302,Tipster H,13/04/2015,Windsor,Countermand,Win,15,Lose,FALSE
8752,303,Tipster H,13/04/2015,Windsor,Harry Bosch,Win,21,Lose,FALSE
8753,304,Tipster H,13/04/2015,Kelso,Green Wizard,Win,17,Lose,FALSE
8754,305,Tipster H,13/04/2015,Kelso,Star Date,Win,26,Lose,FALSE
8755,306,Tipster H,13/04/2015,Tramore,Island Peak,Win,21,Lose,FALSE
8756,307,Tipster H,14/04/2015,Exeter,Ballybough Gorta,Win,17,Lose,FALSE
8757,308,Tipster H,14/04/2015,Exeter,Mount Vesuvius,Win,15,Lose,FALSE
8758,309,Tipster H,14/04/2015,Carlisle,Newyearsresolution,Win,11,Lose,FALSE
8759,310,Tipster H,14/04/2015,SouthWell,Shirls Son Sam,Win,26,Lose,FALSE
8760,311,Tipster H,15/04/2015,Newmarket,Poplar,Win,21,Lose,FALSE
8761,312,Tipster H,15/04/2015,Beverley,Singeur,Win,13,Lose,FALSE
8762,313,Tipster H,15/04/2015,Newmarket,Glenalmond,Win,15,Lose,FALSE
8763,314,Tipster H,15/04/2015,Cheltenham,Flying Bandit,Win,17,Lose,FALSE
8764,315,Tipster H,15/04/2015,Newmarket,Puissant,Win,23,Lose,FALSE
8765,316,Tipster H,16/04/2015,Cheltenham,Cabaret Girl,Win,21,Lose,FALSE
8766,317,Tipster H,16/04/2015,Ripon,Innocent Touch,Win,12,Lose,FALSE
8767,318,Tipster H,16/04/2015,Newmarket,Watchable,Win,13,Lose,FALSE
8768,319,Tipster H,16/04/2015,Ripon,Ambitious Icarus,Win,17,Lose,FALSE
8769,320,Tipster H,16/04/2015,Ripon,Youcouldntmakeitup,Win,11,Lose,FALSE
8770,321,Tipster H,17/04/2015,Ayr,Dark Dune,Win,13,Lose,FALSE
8771,322,Tipster H,17/04/2015,Newbury,Another Boy,Win,17,Lose,FALSE
8772,323,Tipster H,17/04/2015,Ayr,Hollow Penny,Win,7.5,Lose,FALSE
8773,324,Tipster H,17/04/2015,Newbury,Gerry The Glover,Win,51,Lose,FALSE
8774,325,Tipster H,17/04/2015,Ayr,Flying Eagle,Win,7,Lose,FALSE
8775,326,Tipster H,18/04/2015,Ayr,Yorkist,Win,7.5,Lose,FALSE
8776,327,Tipster H,18/04/2015,Thirsk,Newstead Abbey,Win,12,Lose,FALSE
8777,328,Tipster H,18/04/2015,Thirsk,Notarised,Win,10,Lose,FALSE
8778,329,Tipster H,18/04/2015,Thirsk,Thatcherite,Win,9,Lose,FALSE
8779,330,Tipster H,18/04/2015,Wolverhampton,Kerbaaj,Win,13,Lose,FALSE
8780,331,Tipster H,19/04/2015,Stratford,Guard Of Honour,Win,16,Win,FALSE
8781,332,Tipster H,19/04/2015,Stratford,Sonofagun,Win,7.5,Lose,FALSE
8782,333,Tipster H,19/04/2015,Curragh,Elusive In Paris,Win,10,Lose,FALSE
8783,334,Tipster H,19/04/2015,Curragh,That Is The Spirit,Win,11,Lose,FALSE
8784,335,Tipster H,21/04/2015,Ludlow,King Massini,Win,8,Lose,FALSE
8785,336,Tipster H,21/04/2015,Kempton,New Style,Win,5.5,Lose,FALSE
8786,337,Tipster H,21/04/2015,Ludlow,Harristown,Win,17,Lose,FALSE
8787,338,Tipster H,21/04/2015,Kempton,Two Minds,Win,9,Lose,FALSE
8788,339,Tipster H,21/04/2015,Bellewstown,Pageant Belle,Win,7,Lose,FALSE
8789,340,Tipster H,22/04/2015,Perth,The Bishop,Win,34,Lose,FALSE
8790,341,Tipster H,22/04/2015,Catterick,Imperator Augustus,Win,13,Lose,FALSE
8791,342,Tipster H,22/04/2015,Catterick,Cloud Monkey,Win,15,Lose,FALSE
8792,343,Tipster H,22/04/2015,Perth,Pegasus Walk,Win,21,Lose,FALSE
8793,344,Tipster H,22/04/2015,Catterick,Kuanyao,Win,21,Lose,FALSE
8794,345,Tipster H,23/04/2015,Beverley,Rockfield Last,Win,15,Lose,FALSE
8795,346,Tipster H,23/04/2015,Perth,Mo Rouge,Win,26,Lose,FALSE
8796,347,Tipster H,23/04/2015,Beverley,Bling King,Win,9,Lose,FALSE
8797,348,Tipster H,23/04/2015,Beverley,Ivors Involvement,Win,21,Lose,FALSE
8798,349,Tipster H,23/04/2015,SouthWell,Imaginary World,Win,17,Lose,FALSE
8799,350,Tipster H,24/04/2015,Doncaster,Subcontinent,Win,8,Win,FALSE
8800,351,Tipster H,24/04/2015,Doncaster,Gold Flash,Win,6.5,Lose,FALSE
8801,352,Tipster H,24/04/2015,Sandown,Profitable,Win,8.5,Lose,FALSE
8802,353,Tipster H,24/04/2015,Perth,Royal Macnab,Win,5.5,Win,FALSE
8803,354,Tipster H,25/04/2015,Sandown,Jay Are,Win,13,Lose,FALSE
8804,355,Tipster H,25/04/2015,Ripon,Ritas Boy,Win,6,Lose,FALSE
8805,356,Tipster H,25/04/2015,Haydock,Final Countdown,Win,7,Win,FALSE
8806,357,Tipster H,25/04/2015,Wolverhampton,Chloes Image,Win,9,Win,FALSE
8807,358,Tipster H,25/04/2015,Doncaster,Warrior Of Light,Win,9,Lose,FALSE
8808,359,Tipster H,26/04/2015,Chelmsford,Electric Qatar,Win,6,Lose,FALSE
8809,360,Tipster H,26/04/2015,Chelmsford,Oriental Relation,Win,10,Lose,FALSE
8810,361,Tipster H,26/04/2015,Wetherby,Fab Lolly,Win,15,Lose,FALSE
8811,362,Tipster H,26/04/2015,Chelmsford,Min Alemarat,Win,5.5,Lose,FALSE
8812,363,Tipster H,26/04/2015,Wetherby,City Ground,Win,15,Lose,FALSE
8813,364,Tipster H,27/04/2015,SouthWell,Forbidden Love,Win,8,Lose,FALSE
8814,365,Tipster H,27/04/2015,SouthWell,College Doll,Win,9,Lose,FALSE
8815,366,Tipster H,27/04/2015,Ayr,Alaskan Wing,Win,6,Lose,FALSE
8816,367,Tipster H,27/04/2015,Kempton,Compton Bird,Win,13,Lose,FALSE
8817,368,Tipster H,27/04/2015,Ayr,Hydrant,Win,6.5,Win,FALSE
8818,369,Tipster H,28/04/2015,Nottingham,Maiden Approach,Win,5.5,Lose,FALSE
8819,370,Tipster H,28/04/2015,Wolverhampton,Imaginary World,Win,15,Lose,FALSE
8820,371,Tipster H,28/04/2015,Newcastle,Can You Conga,Win,8,Lose,FALSE
8821,372,Tipster H,28/04/2015,Chelmsford,Denzille Lane,Win,7.5,Lose,FALSE
8822,373,Tipster H,29/04/2015,Pontefract,Cosmic Statesman,Win,6,Lose,FALSE
8823,374,Tipster H,01/05/2015,Musselburgh,Singeur,Win,5.5,Lose,FALSE
8824,375,Tipster H,01/05/2015,Chepstow,Beau Mistral,Win,17,Lose,FALSE
8825,376,Tipster H,01/05/2015,Chepstow,Miracle Ninetynine,Win,6,Lose,FALSE
8826,377,Tipster H,01/05/2015,Musselburgh,Lazarus Bell,Win,11,Lose,FALSE
8827,378,Tipster H,02/05/2015,Goodwood,Gavlar,Win,10,Lose,FALSE
8828,379,Tipster H,02/05/2015,Uttoxeter,Hes A Bully,Win,5,Lose,FALSE
8829,380,Tipster H,02/05/2015,Newmarket,Rocky Rider,Win,6,Lose,FALSE
8830,381,Tipster H,02/05/2015,Uttoxeter,Anda De Grissay,Win,7,Lose,FALSE
8831,382,Tipster H,02/05/2015,Uttoxeter,Allerton,Win,7,Lose,FALSE
8832,383,Tipster H,03/05/2015,Salisbury,Bushephalus,Win,9,Lose,FALSE
8833,384,Tipster H,03/05/2015,Salisbury,St Georges Rock,Win,15,Lose,FALSE
8834,385,Tipster H,03/05/2015,Goodwood,Goodnightsuzy,Win,5,Lose,FALSE
8835,386,Tipster H,03/05/2015,Hamilton,Green Zone,Win,6,Lose,FALSE
8836,387,Tipster H,07/05/2015,Chester,Falcon Annie,Win,7,Lose,FALSE
8837,388,Tipster H,07/05/2015,Chester,Dark Ruler,Win,10,Lose,FALSE
8838,389,Tipster H,07/05/2015,Chester,The Character,Win,9,Lose,FALSE
8839,390,Tipster H,07/05/2015,Carlisle,Prince Of Pirates,Win,8,Lose,FALSE
8840,391,Tipster H,07/05/2015,Carlisle,Dark Glacier,Win,10,Lose,FALSE
8841,392,Tipster H,08/05/2015,Lingfield,Gun Case,Win,11,Lose,FALSE
8842,393,Tipster H,08/05/2015,Lingfield,Pike Corner Cross,Win,26,Lose,FALSE
8843,394,Tipster H,08/05/2015,Ascot,Taws,Win,9,Lose,FALSE
8844,395,Tipster H,08/05/2015,Ascot,Kassia,Win,7,Lose,FALSE
8845,396,Tipster H,08/05/2015,Nottingham,Craftsmanship,Win,11,Lose,FALSE
8846,397,Tipster H,10/05/2015,Ludlow,Somemothersdohavem,Win,11,Lose,FALSE
8847,398,Tipster H,11/05/2015,Wolverhampton,Named Asset,Win,34,Lose,FALSE
8848,399,Tipster H,11/05/2015,Musselburgh,Rockawango,Win,15,Lose,FALSE
8849,400,Tipster H,11/05/2015,Wolverhampton,El Tel,Win,11,Lose,FALSE
8850,401,Tipster H,11/05/2015,Wolverhampton,Stag Hill,Win,17,Lose,FALSE
8851,402,Tipster H,11/05/2015,Towcester,Justatenner,Win,21,Lose,FALSE
8852,403,Tipster H,12/05/2015,Auteuil,Auto Mac,Win,15,Lose,FALSE
8853,404,Tipster H,12/05/2015,Sedgefield,King Of The Dark,Win,41,Lose,FALSE
8854,405,Tipster H,12/05/2015,Sedgefield,Odds On Dan,Win,13,Win,FALSE
8855,406,Tipster H,12/05/2015,Chelmsford,Regal Parade,Win,7,Lose,FALSE
8856,407,Tipster H,12/05/2015,Chelmsford,Eshtyaaq,Win,17,Lose,FALSE
8857,408,Tipster H,13/05/2015,Newcastle,Kopassus,Win,11,Lose,FALSE
8858,409,Tipster H,13/05/2015,Newcastle,Stradater,Win,15,Lose,FALSE
8859,410,Tipster H,13/05/2015,Kempton,Trafalgar,Win,10,Lose,FALSE
8860,411,Tipster H,13/05/2015,Newcastle,The Fulwell End,Win,10,Lose,FALSE
8861,412,Tipster H,14/05/2015,York,Secret Gesture,Win,7,Win,FALSE
8862,413,Tipster H,14/05/2015,York,Nafaqa,Win,17,Lose,FALSE
8863,414,Tipster H,14/05/2015,York,Midhmaar,Win,15,Lose,FALSE
8864,415,Tipster H,14/05/2015,York,Rite To Reign,Win,10,Lose,FALSE
8865,416,Tipster H,15/05/2015,Hamilton,Harry Champion,Win,5,Lose,FALSE
8866,417,Tipster H,15/05/2015,Newbury,Rembrandt,Win,9,Lose,FALSE
8867,418,Tipster H,15/05/2015,Newmarket,London Citizen,Win,13,Lose,FALSE
8868,419,Tipster H,15/05/2015,Aintree,Lucky Landing,Win,6.5,Win,FALSE
8869,420,Tipster H,16/05/2015,Bangor,Young Lou,Win,11,Lose,FALSE
8870,421,Tipster H,16/05/2015,Bangor,Kilgefin Star,Win,7.5,Lose,FALSE
8871,422,Tipster H,16/05/2015,Newmarket,Bravo Zolo,Win,6,Lose,FALSE
8872,423,Tipster H,16/05/2015,Thirsk,Stone Roses,Win,8.5,Lose,FALSE
8873,424,Tipster H,16/05/2015,Newbury,Dutch Uncle,Win,10,Lose,FALSE
8874,425,Tipster H,20/05/2015,Warwick,Jay Are,Win,8,Lose,FALSE
8875,426,Tipster H,20/05/2015,Ayr,Goninodaethat,Win,9,Lose,FALSE
8876,427,Tipster H,20/05/2015,Warwick,Georgian King,Win,7,Lose,FALSE
8877,428,Tipster H,20/05/2015,Ayr,Uncle Brit,Win,9,Lose,FALSE
8878,429,Tipster H,01/06/2015,Lingfield,Most Tempting,Win,11,Win,FALSE
8879,430,Tipster H,01/06/2015,Leicester,Expensive Taste,Win,15,Lose,FALSE
8880,431,Tipster H,01/06/2015,Lingfield,Catakanta,Win,12,Lose,FALSE
8881,432,Tipster H,01/06/2015,Windsor,Divine,Win,13,Lose,FALSE
8882,433,Tipster H,01/06/2015,Windsor,Boomerang Bob,Win,10,Lose,FALSE
8883,434,Tipster H,02/06/2015,Ripon,Liberty Red,Win,13,Lose,FALSE
8884,435,Tipster H,06/06/2015,Worcester,Tobefair,Win,16,Win,FALSE
8885,436,Tipster H,06/06/2015,Lingfield,Royal Brave,Win,11,Lose,FALSE
8886,437,Tipster H,06/06/2015,Lingfield,Smugglers Lane,Win,9,Win,FALSE
8887,438,Tipster H,06/06/2015,Limerick,Monelissio,Win,11,Lose,FALSE
8888,439,Tipster H,06/06/2015,Lingfield,Offshore,Win,8,Win,FALSE
8889,440,Tipster H,07/06/2015,Perth,Strongpoint,Win,5,Lose,FALSE
8890,441,Tipster H,07/06/2015,Goodwood,Eton Rambler,Win,3.75,Win,FALSE
8891,442,Tipster H,07/06/2015,Perth,Seventeen Black,Win,7,Lose,FALSE
8892,443,Tipster H,07/06/2015,Goodwood,Gavlar,Win,5.5,Win,FALSE
8893,444,Tipster H,07/06/2015,Perth,Bowdlers Magic,Win,8,Lose,FALSE
8894,445,Tipster H,08/06/2015,Ayr,Blue Jacket,Win,5,Win,FALSE
8895,446,Tipster H,08/06/2015,Pontefract,Rock On Bollinski,Win,13,Lose,FALSE
8896,447,Tipster H,08/06/2015,Pontefract,Chief Spirit,Win,7,Lose,FALSE
8897,448,Tipster H,08/06/2015,Windsor,Aranka,Win,4.5,Win,FALSE
8898,449,Tipster H,08/06/2015,Pontefract,Be Lucky,Win,6,Win,FALSE
8899,450,Tipster H,09/06/2015,Fontwell,Easily Pleased,Win,8,Lose,FALSE
8900,451,Tipster H,09/06/2015,Fontwell,Back In June,Win,9,Lose,FALSE
8901,452,Tipster H,09/06/2015,Salisbury,Aussie Ruler,Win,11,Lose,FALSE
8902,453,Tipster H,09/06/2015,Fontwell,Herecomesthetruth,Win,11,Lose,FALSE
8903,454,Tipster H,09/06/2015,Lingfield,Katie Canford,Win,11,Lose,FALSE
8904,455,Tipster H,10/06/2015,Kempton,Brandon Castle,Win,10,Lose,FALSE
8905,456,Tipster H,10/06/2015,Hamilton,Jacobs Pillow,Win,13,Lose,FALSE
8906,457,Tipster H,10/06/2015,Kempton,Rosalie Bonheur,Win,13,Lose,FALSE
8907,458,Tipster H,10/06/2015,Kempton,City Of Angkor Wat,Win,17,Lose,FALSE
8908,459,Tipster H,10/06/2015,Kempton,Excelling Oscar,Win,15,Lose,FALSE
8909,460,Tipster H,11/06/2015,Worcester,Fast Exit,Win,4,Lose,FALSE
8910,461,Tipster H,11/06/2015,Nottingham,Greeb,Win,7,Lose,FALSE
8911,462,Tipster H,11/06/2015,Newbury,Hectors Chance,Win,7,Lose,FALSE
8912,463,Tipster H,11/06/2015,Newbury,Sugar Lump,Win,5,Lose,FALSE
8913,464,Tipster H,11/06/2015,Auteuil,Automotive,Win,7.5,Lose,FALSE
8914,465,Tipster H,12/06/2015,York,Wolowitz,Win,15,Lose,FALSE
8915,466,Tipster H,12/06/2015,York,Cactus Valley,Win,11,Lose,FALSE
8916,467,Tipster H,12/06/2015,Newton Abbot,Pauls Conn,Win,19,Lose,FALSE
8917,468,Tipster H,12/06/2015,York,Avon Breeze,Win,17,Lose,FALSE
8918,469,Tipster H,12/06/2015,Newton Abbot,Whered Ya Hide It,Win,21,Lose,FALSE
8919,470,Tipster H,13/06/2015,Musselburgh,Miss Macnamara,Win,15,Lose,FALSE
8920,471,Tipster H,13/06/2015,Musselburgh,Royal Mezyan,Win,15,Lose,FALSE
8921,472,Tipster H,13/06/2015,Chester,Green Light,Win,8,Lose,FALSE
8922,473,Tipster H,13/06/2015,Musselburgh,Rioja Day,Win,9,Lose,FALSE
8923,474,Tipster H,13/06/2015,Musselburgh,Royal Sea,Win,11,Lose,FALSE
8924,475,Tipster H,15/06/2015,SouthWell,Ogaritmo,Win,7,Lose,FALSE
8925,476,Tipster H,15/06/2015,Carlisle,Edas,Win,17,Lose,FALSE
8926,477,Tipster H,15/06/2015,SouthWell,Powderonthebonnet,Win,9,Lose,FALSE
8927,478,Tipster H,16/06/2015,Ascot,Toormore,Win,10,Lose,FALSE
8928,479,Tipster H,16/06/2015,Hamilton,Lord Grantham,Win,7,Lose,FALSE
8929,480,Tipster H,16/06/2015,Brighton,Bright Light,Win,11,Lose,FALSE
8930,481,Tipster H,16/06/2015,Thirsk,Sir Jack Layden,Win,26,Lose,FALSE
8931,482,Tipster H,16/06/2015,Beverley,Fine View,Win,7,Lose,FALSE
8932,483,Tipster H,17/06/2015,Uttoxeter,Bletchley Castle,Win,10,Lose,FALSE
8933,484,Tipster H,17/06/2015,Uttoxeter,Cape York,Win,9,Lose,FALSE
8934,485,Tipster H,17/06/2015,Hamilton,Youonlyliveonce,Win,15,Lose,FALSE
8935,486,Tipster H,17/06/2015,Uttoxeter,West End,Win,11,Lose,FALSE
8936,487,Tipster H,17/06/2015,Ripon,Clouds Rest,Win,13,Lose,FALSE
8937,488,Tipster H,18/06/2015,Ascot,Putting Green,Win,21,Lose,FALSE
8938,489,Tipster H,20/06/2015,Cartmel,Cartier,Win,4,Lose,FALSE
8939,490,Tipster H,20/06/2015,Ayr,Mistiroc,Win,5.5,Lose,FALSE
8940,491,Tipster H,20/06/2015,Redcar,Soie Dleau,Win,6.5,Lose,FALSE
8941,492,Tipster H,20/06/2015,Ayr,Borderlescott,Win,6,Lose,FALSE
8942,493,Tipster H,20/06/2015,Newmarket,Direct Times,Win,3.75,Win,FALSE
8943,494,Tipster H,21/06/2015,Pontefract,Europa,Win,34,Win,FALSE
8944,495,Tipster H,21/06/2015,Worcester,Massachusetts,Win,23,Lose,FALSE
8945,496,Tipster H,21/06/2015,Sandown,Upsanddowns,Win,21,Lose,FALSE
8946,497,Tipster H,21/06/2015,Worcester,Hi Tide,Win,26,Lose,FALSE
8947,498,Tipster H,21/06/2015,Pontefract,Flyball,Win,26,Lose,FALSE
8948,499,Tipster H,22/06/2015,Wolverhampton,Grosmont,Win,7,Lose,FALSE
8949,500,Tipster H,22/06/2015,Wolverhampton,Spanish Danser,Win,21,Lose,FALSE
8950,501,Tipster H,22/06/2015,Chepstow,Bonjour Steve,Win,10,Lose,FALSE
8951,502,Tipster H,22/06/2015,Wolverhampton,Telegraph,Win,15,Lose,FALSE
8952,503,Tipster H,22/06/2015,Wetherby,Thatcherite,Win,21,Lose,FALSE
8953,504,Tipster H,23/06/2015,Beverley,Monsea,Win,10,Lose,FALSE
8954,505,Tipster H,23/06/2015,Brighton,Exceedwell,Win,26,Lose,FALSE
8955,506,Tipster H,23/06/2015,Brighton,Tatiani,Win,21,Lose,FALSE
8956,507,Tipster H,23/06/2015,Leicester,What A Party,Win,26,Lose,FALSE
8957,508,Tipster H,23/06/2015,Newton Abbot,Fuse Wire,Win,9,Lose,FALSE
8958,509,Tipster H,24/06/2015,Carlisle,Gambino,Win,8,Lose,FALSE
8959,510,Tipster H,24/06/2015,Salisbury,Polarisation,Win,8,Lose,FALSE
8960,511,Tipster H,24/06/2015,Carlisle,Astrelle,Win,9,Lose,FALSE
8961,512,Tipster H,24/06/2015,Salisbury,Saigon City,Win,11,Lose,FALSE
8962,513,Tipster H,24/06/2015,Bath,Rahmah,Win,9,Lose,FALSE
8963,514,Tipster H,25/06/2015,Newmarket,Denzille Lane,Win,8,Win,FALSE
8964,515,Tipster H,25/06/2015,Newcastle,Heavenly River,Win,15,Lose,FALSE
8965,516,Tipster H,25/06/2015,Newcastle,Bogardus,Win,17,Lose,FALSE
8966,517,Tipster H,25/06/2015,Newbury,I Am Not Here,Win,15,Win,FALSE
8967,518,Tipster H,25/06/2015,Newbury,Custodial,Win,13,Lose,FALSE
8968,519,Tipster H,26/06/2015,Wolverhampton,Bethan,Win,8,Lose,FALSE
8969,520,Tipster H,26/06/2015,Doncaster,Norville,Win,8.5,Lose,FALSE
8970,521,Tipster H,26/06/2015,Wolverhampton,Smokethatthunders,Win,7.5,Lose,FALSE
8971,522,Tipster H,26/06/2015,Auteuil,Automated,Win,12,Lose,FALSE
8972,523,Tipster H,26/06/2015,Wolverhampton,Crossley,Win,17,Lose,FALSE
8973,524,Tipster H,27/06/2015,Newmarket,Threebagsue,Win,26,Lose,FALSE
8974,525,Tipster H,27/06/2015,Chester,Enlace,Win,7,Win,FALSE
8975,526,Tipster H,27/06/2015,Newcastle,Interconnection,Win,5,Lose,FALSE
8976,527,Tipster H,27/06/2015,Doncaster,Snow Cloud,Win,11,Lose,FALSE
8977,528,Tipster H,28/06/2015,Windsor,Makzon,Win,10,Lose,FALSE
8978,529,Tipster H,28/06/2015,Cartmel,Gurkha Brave,Win,9,Lose,FALSE
8979,530,Tipster H,28/06/2015,Windsor,Beat Goes On,Win,7,Lose,FALSE
8980,531,Tipster H,28/06/2015,Cartmel,Morning With Ivan,Win,7,Lose,FALSE
8981,532,Tipster H,28/06/2015,Uttoxeter,Mister Wall Street,Win,9,Lose,FALSE
8982,533,Tipster H,29/06/2015,Pontefract,Horsforth,Win,10,Lose,FALSE
8983,534,Tipster H,29/06/2015,Pontefract,Aussie Berry,Win,9,Lose,FALSE
8984,535,Tipster H,29/06/2015,Wolverhampton,Lady Charlie,Win,9,Lose,FALSE
8985,536,Tipster H,29/06/2015,Musselburgh,Lacerta,Win,7,Lose,FALSE
8986,537,Tipster H,29/06/2015,Windsor,Hound Music,Win,17,Win,FALSE
8987,538,Tipster H,30/06/2015,Brighton,Venus Marina,Win,5.5,Lose,FALSE
8988,539,Tipster H,30/06/2015,Hamilton,Tangerine Trees,Win,17,Lose,FALSE
8989,540,Tipster H,30/06/2015,Hamilton,Captain Scooby,Win,11,Lose,FALSE
8990,541,Tipster H,30/06/2015,Chepstow,Edward Elgar,Win,9,Lose,FALSE
8991,542,Tipster H,30/06/2015,Chepstow,Petrify,Win,7,Lose,FALSE
8992,543,Tipster H,01/07/2015,Thirsk,Letbygonesbeicons,Win,34,Lose,FALSE
8993,544,Tipster H,01/07/2015,Perth,Speedy Tunes,Win,21,Lose,FALSE
8994,545,Tipster H,01/07/2015,Worcester,Byron Blue,Win,19,Lose,FALSE
8995,546,Tipster H,01/07/2015,Bath,Jimmys Hall,Win,15,Lose,FALSE
